2026-01-12 15:13:55.593 | WARNING  | stockbench.adapters.finnhub_client:__init__:31 - Finnhub API key not set
<frozen runpy>:128: RuntimeWarning: 'stockbench.apps.run_backtest' found in sys.modules after import of package 'stockbench.apps', but prior to execution of 'stockbench.apps.run_backtest'; this may result in unpredictable behaviour
2026-01-12 15:13:49 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 GS: got open 622.4, close 605.26
2026-01-12 15:13:49 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 GS: using open as mark price 622.4
2026-01-12 15:13:49 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 MSFT: got open 398.82, close 388.49
2026-01-12 15:13:49 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 MSFT: using open as mark price 398.82
2026-01-12 15:13:49 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 HD: got open 396.95, close 389.69
2026-01-12 15:13:49 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 HD: using open as mark price 396.95
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 V: got open 363.0, close 361.82
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 V: using open as mark price 363.0
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 SHW: got open 364.27, close 356.73
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 SHW: using open as mark price 364.27
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 CAT: got open 347.63, close 332.04
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 CAT: using open as mark price 347.63
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 MCD: got open 308.11, close 304.29
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 MCD: using open as mark price 308.11
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 UNH: got open 474.37, close 467.05
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1045 - [DEBUG] 2025-03-03 UNH: using open as mark price 474.37
2026-01-12 15:13:50 | INFO     | stockbench.backtest.engine:run:1017 - [DEBUG] 2025-03-03 AXP: got open 301.43, close 295.49
